,bmad_name,device_name,ele_key,s_position,x_position,y_position,z_position,theta_position,phi_position,psi_position
171,DM02,,Drift,20.1757699441091,-4.54514200822108e-06,0.0,2034.87767993469,1.11022302462516e-16,0.0,0.0
172,IM03,TORO:IN20:791,Marker,20.1757699441091,-4.54514200822108e-06,0.0,2034.87767993469,1.11022302462516e-16,0.0,0.0
173,DM02A,,Drift,20.3332179441091,-4.5451420082036e-06,0.0,2035.03512793469,1.11022302462516e-16,0.0,0.0
174,ENDDL1_2,,Marker,20.3332179441091,-4.5451420082036e-06,0.0,2035.03512793469,1.11022302462516e-16,0.0,0.0
175,BEGL1,,Marker,20.3332179441091,-4.5451420082036e-06,0.0,2035.03512793469,1.11022302462516e-16,0.0,0.0
176,ZLIN01,,Marker,20.3332179441091,-4.5451420082036e-06,0.0,2035.03512793469,1.11022302462516e-16,0.0,0.0
177,O_L1_FUDGE,,Overlay,29.4655179441091,0.0,0.0,0.0,0.0,0.0,0.0
178,K21_1,,Overlay,29.4655179441091,0.0,0.0,0.0,0.0,0.0,0.0
179,O_L1,,Overlay,29.4655179441091,0.0,0.0,0.0,0.0,0.0,0.0
180,K21_1B,KLYS:LI21:11,Lcavity,23.2024179441091,-4.54514200788506e-06,0.0,2037.90432793469,1.11022302462516e-16,0.0,0.0
181,YC21102,YCOR:LI21:102,Vkicker,21.7678179441091,-4.54514200804433e-06,0.0,2036.46972793469,1.11022302462516e-16,0.0,0.0
182,XC21101,XCOR:LI21:101,Hkicker,21.7678179441091,-4.54514200804433e-06,0.0,2036.46972793469,1.11022302462516e-16,0.0,0.0
183,DAQA1,,Drift,23.2392879441091,-4.54514200788096e-06,0.0,2037.94119793469,1.11022302462516e-16,0.0,0.0
184,QA11,QUAD:LI21:131,Quadrupole,23.3472879441091,-4.54514200786897e-06,0.0,2038.04919793469,1.11022302462516e-16,0.0,0.0
185,BPMA11,BPMS:LI21:131,Monitor,23.2932879441091,-4.54514200787497e-06,0.0,2037.99519793469,1.11022302462516e-16,0.0,0.0
186,DAQA2,,Drift,23.3773179441091,-4.54514200786564e-06,0.0,2038.07922793469,1.11022302462516e-16,0.0,0.0
187,K21_1C,KLYS:LI21:11,Lcavity,26.2465179441091,-4.54514200754709e-06,0.0,2040.94842793469,1.11022302462516e-16,0.0,0.0
188,YC21136,YCOR:LI21:136,Vkicker,24.8119179441091,-4.54514200770636e-06,0.0,2039.51382793469,1.11022302462516e-16,0.0,0.0
189,XC21135,XCOR:LI21:135,Hkicker,24.8119179441091,-4.54514200770636e-06,0.0,2039.51382793469,1.11022302462516e-16,0.0,0.0
190,DAQA3,,Drift,26.2799679441091,-4.54514200754338e-06,0.0,2040.98187793469,1.11022302462516e-16,0.0,0.0
191,QA12,QUAD:LI21:161,Quadrupole,26.3879679441091,-4.54514200753139e-06,0.0,2041.08987793469,1.11022302462516e-16,0.0,0.0
192,BPMA12,BPMS:LI21:161,Monitor,26.3339679441091,-4.54514200753738e-06,0.0,2041.03587793469,1.11022302462516e-16,0.0,0.0
193,DAQA4,,Drift,26.4214179441091,-4.54514200752767e-06,0.0,2041.12332793469,1.11022302462516e-16,0.0,0.0
194,K21_1D,KLYS:LI21:11,Lcavity,29.4655179441091,-4.54514200718971e-06,0.0,2044.16742793469,1.11022302462516e-16,0.0,0.0
195,YC21166,YCOR:LI21:166,Vkicker,26.7907527441091,-4.54514200748667e-06,0.0,2041.49266273469,1.11022302462516e-16,0.0,0.0
196,XC21165,XCOR:LI21:165,Hkicker,26.7907527441091,-4.54514200748667e-06,0.0,2041.49266273469,1.11022302462516e-16,0.0,0.0
197,YC21174,YCOR:LI21:174,Vkicker,28.7979909441091,-4.54514200726382e-06,0.0,2043.49990093469,1.11022302462516e-16,0.0,0.0
198,XC21175,XCOR:LI21:175,Hkicker,29.0855625441091,-4.5451420072319e-06,0.0,2043.78747253469,1.11022302462516e-16,0.0,0.0
199,ENDL1,,Marker,29.4655179441091,-4.54514200718971e-06,0.0,2044.16742793469,1.11022302462516e-16,0.0,0.0
200,BEGBC1,,Marker,29.4655179441091,-4.54514200718971e-06,0.0,2044.16742793469,1.11022302462516e-16,0.0,0.0
201,DL1XA,,Drift,29.5588869441091,-4.54514200717935e-06,0.0,2044.26079693469,1.11022302462516e-16,0.0,0.0
202,VVX1,,Marker,29.5588869441091,-4.54514200717935e-06,0.0,2044.26079693469,1.11022302462516e-16,0.0,0.0
203,DL1XB,,Drift,29.7588869441091,-4.54514200715714e-06,0.0,2044.46079693469,1.11022302462516e-16,0.0,0.0
204,K21_2,,Overlay,30.3536869441091,0.0,0.0,0.0,0.0,0.0,0.0
205,L1X,,Lcavity,30.3536869441091,-4.5451420070911e-06,0.0,2045.05559693469,1.11022302462516e-16,0.0,0.0
206,YC21192,YCOR:LI21:192,Vkicker,30.0562869441091,-4.54514200712412e-06,0.0,2044.75819693469,1.11022302462516e-16,0.0,0.0
207,XC21191,XCOR:LI21:191,Hkicker,30.0562869441091,-4.54514200712412e-06,0.0,2044.75819693469,1.11022302462516e-16,0.0,0.0
208,DM10A,,Drift,30.5587649441091,-4.54514200706834e-06,0.0,2045.26067493469,1.11022302462516e-16,0.0,0.0
209,VVX2,,Marker,30.5587649441091,-4.54514200706834e-06,0.0,2045.26067493469,1.11022302462516e-16,0.0,0.0
210,DM10C,,Drift,30.6786969441091,-4.54514200705502e-06,0.0,2045.38060693469,1.11022302462516e-16,0.0,0.0
211,Q21201,QUAD:LI21:201,Quadrupole,30.7854969441091,-4.54514200704316e-06,0.0,2045.48740693469,1.11022302462516e-16,0.0,0.0
212,BPM21201,BPMS:LI21:201,Monitor,30.7320969441091,-4.54514200704909e-06,0.0,2045.43400693469,1.11022302462516e-16,0.0,0.0
213,ZLIN02,,Marker,30.7320969441091,-4.54514200704909e-06,0.0,2045.43400693469,1.11022302462516e-16,0.0,0.0
214,DM10X,,Drift,30.8715039441091,-4.54514200703362e-06,0.0,2045.57341393469,1.11022302462516e-16,0.0,0.0
215,IMBC1I,TORO:LI21:205,Marker,30.8715039441091,-4.54514200703362e-06,0.0,2045.57341393469,1.11022302462516e-16,0.0,0.0
216,DM11,,Drift,31.1503869441091,-4.54514200700265e-06,0.0,2045.85229693469,1.11022302462516e-16,0.0,0.0
